training/actor/actor_loss,training/actor/bound_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/alpha/current_vs_historical_ratio,training/alpha/historical_avg_loss,training/alpha/max_alpha_bound,training/alpha/min_alpha_bound,training/alpha/valid_count,training/alpha_weight,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/meanflow/consistency_loss,training/meanflow/flow_loss,training/meanflow/mean_flow_loss,training/metrics/actor_learning_rate,training/metrics/critic_learning_rate,training/total_loss,time/epoch_time,time/total_time,step,exploration/total.timesteps,exploration/episode.final_reward,exploration/episode.return,exploration/episode.length,exploration/episode.duration,exploration/episode.normalized_return
80.01986,0.003789994,0.24806982,-80.01607,80.01607,0.9837499,0.5385376,100.0,1.0,20,10.0,0.16838387,0.042425767,-80.03142,-99.76648,1.4797893,-1.5227189,78.60295,0.061973535,0.52978635,0.52978635,8.1450344e-05,0.0003,85.48611,0.0037029562473297117,1629.2216165065765,335000,,,,,,
74.56798,0.0028945832,0.26741034,-74.56509,74.56509,0.9055024,0.5352801,100.0,1.0,20,10.0,0.29904884,0.34068358,-74.5614,-100.1209,1.6506423,-1.4612778,93.49428,0.04882262,0.4846974,0.4846974,8.0844795e-05,0.0003,79.714005,0.003709338426589966,1647.7683131694794,340000,,,,,,
76.05368,0.0053097103,0.26433456,-76.04837,76.04837,0.9090422,0.5255276,100.0,1.0,20,10.0,0.118925676,0.083470434,-76.07234,-99.75254,3.038278,-1.2442819,76.80406,0.0739696,0.47772676,0.47772676,8.0232174e-05,0.0003,80.949875,0.0036570883750915526,1666.0537593364716,345000,,,,,,
74.1386,0.0053517604,0.23834388,-74.133255,74.133255,0.8981901,0.5361834,100.0,1.0,20,10.0,0.22361746,0.047935292,-74.13229,-100.0545,2.0630393,-1.3040063,83.04378,0.049755424,0.48159462,0.48159462,7.961267e-05,0.0003,79.17817,0.0037077637195587158,1684.592581987381,350000,,,,,,
79.05184,0.00644471,0.23472342,-79.045395,79.045395,1.0148674,0.5310433,100.0,1.0,20,10.0,0.105337515,0.06358896,-79.04742,-99.83717,1.4117206,-1.3696133,76.161736,0.06382907,0.5389385,0.5389385,7.898643e-05,0.0003,84.54657,0.003653963232040405,1702.862402677536,355000,,,,,,
80.01196,0.0037116883,0.24085937,-80.008255,80.008255,1.0206715,0.51993555,100.0,1.0,20,10.0,0.13379216,0.2826213,-80.010574,-99.987785,1.2676803,-2.0759385,69.87552,0.06303778,0.5306834,0.5306834,7.835362e-05,0.0003,85.45258,0.0037078617095947265,1721.4017152786255,360000,,,,,,
77.64029,0.002793603,0.27182305,-77.6375,77.6375,0.9842259,0.5229015,100.0,1.0,20,10.0,0.12637806,0.2170518,-77.66031,-99.76146,1.3403217,-1.564763,80.1156,0.049003698,0.5146532,0.5146532,7.7714445e-05,0.0003,82.9132,0.0037209765911102293,1740.0066030025482,365000,,,,,,
79.53099,0.004023591,0.22285473,-79.52697,79.52697,0.83915484,0.53791326,100.0,1.0,20,10.0,0.19383976,-0.5894647,-79.53285,-99.86016,1.3605448,-1.4820132,79.757675,0.06491677,0.45139253,0.45139253,7.706907e-05,0.0003,84.238754,0.003657677459716797,1758.2949948310852,370000,,,,,,
77.222145,0.0042166766,0.22458965,-77.217926,77.217926,0.9881992,0.5319751,100.0,1.0,20,10.0,0.23354967,0.013166264,-77.242096,-99.887405,1.5366875,-1.5576408,84.564575,0.044154152,0.52569735,0.52569735,7.641764e-05,0.0003,82.71267,0.0037181941509246827,1776.8859694004059,375000,,,,,,
74.87871,0.0042706784,0.23668171,-74.874435,74.874435,0.9200989,0.5339209,100.0,1.0,20,10.0,0.20922108,0.17108698,-74.85686,-99.94484,1.15764,-1.3120079,75.01161,0.049752407,0.49126002,0.49126002,7.5760356e-05,0.0003,80.00053,0.0037157008171081543,1795.4644775390625,380000,,,,,,
